name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"New York,ny",12/8/2020,36.8,30.4,33.2,29.2,20.7,25.1,19.5,57.1,0,0,0,,0,0,26.4,15,328.7,1007.9,71.2,9.9,43.9,3.8,2,,2020-12-08T07:07:56,2020-12-08T16:28:24,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York,ny",12/9/2020,37.5,32.5,34.9,32,23.3,28.2,24,65.1,0.041,100,12.5,"rain,snow",0,0,24.2,12.4,248.8,1009.6,67.5,8.3,36.3,3.2,2,,2020-12-09T07:08:48,2020-12-09T16:28:27,0.83,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain or snow.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York,ny",12/10/2020,48.5,36.2,42.8,44.7,30.4,38.6,30,61.1,0,0,0,,0,0,24.2,14.2,286.2,1017.3,31.7,9.7,92.9,8.1,4,,2020-12-10T07:09:38,2020-12-10T16:28:32,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York,ny",12/11/2020,56,38.9,47.5,56,36,46.9,35.1,62.2,0,0,0,,0,0,18.3,9.5,220.2,1021.5,23.2,9.5,84.7,7.3,4,,2020-12-11T07:10:26,2020-12-11T16:28:40,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York,ny",12/12/2020,55.7,45.6,50.7,55.7,43.5,50,45.7,83.3,0,0,0,,0,0,17.2,8.6,43.1,1017.7,61.3,6.5,17.3,1.5,1,,2020-12-12T07:11:13,2020-12-12T16:28:50,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York,ny",12/13/2020,60.7,47.3,53.9,60.7,44.7,53.5,41.9,64.9,0,0,0,,0,0,26.9,14.1,253.2,1014.4,33.7,9.8,77.2,6.5,4,,2020-12-13T07:11:58,2020-12-13T16:29:02,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York,ny",12/14/2020,47.3,36.8,40.4,43.6,27.7,36.5,31.6,71.7,0.258,100,33.33,rain,0.1,0.2,34.2,19.4,340.1,1013.7,76.5,9,12.4,1.1,1,,2020-12-14T07:12:42,2020-12-14T16:29:16,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow in the morning and afternoon.,snow,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York,ny",12/15/2020,39.5,30.7,35.3,33.2,22.8,27.6,16.3,45.7,0,0,0,,0,0,31.1,15,310.1,1024.2,22.8,9.9,91.4,8,4,,2020-12-15T07:13:24,2020-12-15T16:29:33,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York,ny",12/16/2020,31.5,25.1,28.4,22.7,11.5,17.8,14.9,59.4,0.546,100,29.17,"rain,snow",3.3,1.1,33.9,20.6,43.6,1025.4,66.5,6.8,23,2,1,,2020-12-16T07:14:04,2020-12-16T16:29:52,0.07,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York,ny",12/17/2020,32.5,24.6,28.4,23.7,11,18,21.9,77.1,0.639,100,54.17,"rain,snow",2.3,5.2,37.3,20.8,5.3,1012.8,67.7,5.3,75.3,6.5,4,,2020-12-17T07:14:42,2020-12-17T16:30:13,0.1,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York,ny",12/18/2020,32.4,25.4,27.9,28.1,14.9,19.9,15.8,60.2,0,0,0,snow,0.4,5.7,21.9,13.7,348,1024.6,65.6,9.9,61.4,5.2,3,,2020-12-18T07:15:19,2020-12-18T16:30:37,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York,ny",12/19/2020,32.1,21.2,27.3,32.1,12.7,23.5,14.5,58.8,0,0,0,,0,5.3,11.2,8.2,325,1028.4,25.4,9.9,75.5,6.5,4,,2020-12-19T07:15:53,2020-12-19T16:31:02,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York,ny",12/20/2020,39.5,30.7,35.4,39.5,26.9,34,25.7,68.7,0.012,100,8.33,rain,0,4.7,17.2,8.4,247.9,1020.7,85.1,8.5,18.5,1.4,1,,2020-12-20T07:16:26,2020-12-20T16:31:30,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York,ny",12/21/2020,45.6,37.9,40.8,45.6,34.4,38.6,32.8,73.6,0,0,0,,0,3.2,10.5,10.8,263.3,1010,77.6,7.2,62.5,5.4,4,,2020-12-21T07:16:56,2020-12-21T16:31:59,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York,ny",12/22/2020,45.4,38.1,41.8,40.1,32.7,36.9,29.5,63.3,0,0,0,,0,1.9,31.4,14.7,280.3,1010.4,89.6,7.8,67.1,5.8,4,,2020-12-22T07:17:25,2020-12-22T16:32:31,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York,ny",12/23/2020,44.8,37.5,40.6,43.5,31.7,36.7,23.7,51.1,0,0,0,,0,0.6,26.5,12.4,251.2,1027,26.2,9.9,83.5,7.4,4,,2020-12-23T07:17:51,2020-12-23T16:33:05,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York,ny",12/24/2020,59.5,42.6,53.4,59.5,38.6,52.8,46.3,76.7,0.047,100,20.83,rain,0,0.2,36.6,19,151.6,1017.8,89.4,9.3,37.6,3.4,2,,2020-12-24T07:18:16,2020-12-24T16:33:41,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York,ny",12/25/2020,60.9,30.8,49.7,60.9,20.3,46.5,43.9,80.7,1.05,100,54.17,rain,0,0,44.5,20.7,185.9,1001,95.9,7.4,14.2,1.2,1,,2020-12-25T07:18:38,2020-12-25T16:34:18,0.36,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York,ny",12/26/2020,32.5,24.6,28.3,24.8,10.7,17.9,12.2,50.8,0,0,0,,0,0,28.6,18.7,254.9,1012.5,38,9.9,96.9,8.2,4,,2020-12-26T07:18:58,2020-12-26T16:34:58,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York,ny",12/27/2020,37.8,24.6,31.3,35.9,16.6,26.7,15.9,53,0,0,0,,0,0,18.3,8.1,258.1,1024.4,15.6,9.9,96.5,8.2,4,,2020-12-27T07:19:16,2020-12-27T16:35:40,0.42,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York,ny",12/28/2020,50.6,35,44.2,50.6,30.1,41,30.5,59.1,0,0,0,,0,0,19,10.6,213.6,1021.3,51.5,9.9,62.7,5.4,4,,2020-12-28T07:19:32,2020-12-28T16:36:23,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York,ny",12/29/2020,43.4,31.2,37.3,38.2,23.8,30.1,15.8,41.7,0,0,0,,0,0,29.3,18.5,303.5,1028,30.7,9.9,90.7,7.7,5,,2020-12-29T07:19:46,2020-12-29T16:37:08,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York,ny",12/30/2020,42.4,28.9,35.4,37.6,22.5,30.8,18,49.2,0,0,0,,0,0,26.4,14.5,224.1,1028.1,39.1,9.9,54.1,4.7,2,,2020-12-30T07:19:57,2020-12-30T16:37:55,0.52,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York,ny",12/31/2020,48.1,36.5,43.5,44.1,31.3,39.1,33.3,67.9,0.513,100,33.33,rain,0,0,28,14.7,287.2,1020.4,84.2,8.6,27.3,2.4,2,,2020-12-31T07:20:06,2020-12-31T16:38:44,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York,ny",1/1/2021,39.1,33.5,36.5,35.9,28,31.7,26.6,67.8,0.604,100,29.17,rain,0,0,14.8,9.6,42.1,1028.9,50.6,8.7,48.5,4.2,3,,2021-01-01T07:20:13,2021-01-01T16:39:34,0.59,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York,ny",1/2/2021,51.5,36.4,42.4,51.5,29,38.5,34.1,74,0.094,100,25,rain,0,0,33.9,15.9,310.2,1012.4,63.9,7.5,89.4,7.7,5,,2021-01-02T07:20:18,2021-01-02T16:40:26,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York,ny",1/3/2021,37.9,34.8,36.5,32.1,27.2,29.1,31,80.7,0.199,100,33.33,"rain,snow",0,0,26.2,15,40.2,1017,81.5,8.2,9.6,1,1,,2021-01-03T07:20:21,2021-01-03T16:41:19,0.66,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York,ny",1/4/2021,42.9,35.4,38.5,39.7,29.1,34,31.6,76.6,0.033,100,16.67,"rain,snow",0,0.1,15.4,10.7,7.7,1014.6,89.3,9.7,67.6,5.9,4,,2021-01-04T07:20:21,2021-01-04T16:42:14,0.7,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York,ny",1/5/2021,41,37.3,38.7,37.7,30.8,34.4,29.3,68.7,0,0,0,,0,0,19.7,9.5,3.7,1013.1,98.8,9.9,34.8,3.1,2,,2021-01-05T07:20:19,2021-01-05T16:43:10,0.73,Overcast,Cloudy skies throughout the day.,cloudy,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York,ny",1/6/2021,40.9,35.5,37.5,36.8,26.9,31,26,63.7,0,0,0,,0,0,27.8,17.9,311.2,1015,46.6,9.9,98.3,8.6,5,,2021-01-06T07:20:14,2021-01-06T16:44:07,0.75,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York,ny",1/7/2021,41.8,31.5,35.5,35.7,22.9,28.3,20.6,54.9,0,0,0,,0,0,25.3,14.1,320.3,1018.5,7.6,9.9,104.3,9,5,,2021-01-07T07:20:08,2021-01-07T16:45:06,0.8,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York,ny",1/8/2021,37.7,28.6,32.4,32.9,18.9,25.3,19.5,59.2,0,0,0,,0,0,27.1,12.8,349.7,1015.3,25.7,9.9,58.2,4.9,3,,2021-01-08T07:19:59,2021-01-08T16:46:06,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York,ny",1/9/2021,36.6,25.6,31.7,32.6,16.1,23.6,14.8,49.9,0,0,0,,0,0,33.1,16.1,355.9,1012.2,52.4,9.9,89.2,7.6,5,,2021-01-09T07:19:48,2021-01-09T16:47:08,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York,ny",1/10/2021,41.6,29.7,34.7,39.5,23.6,29.6,17.9,50.5,0,0,0,,0,0,21.9,10.7,342.8,1021.8,16.5,9.9,103.9,8.8,4,,2021-01-10T07:19:34,2021-01-10T16:48:10,0.91,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York,ny",1/11/2021,37.3,28.6,32.9,37.3,23.7,30.8,21.4,62.6,0,0,0,,0,0,10.1,6.6,344.1,1024.9,34.4,9.9,47.7,4.2,2,,2021-01-11T07:19:19,2021-01-11T16:49:14,0.95,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York,ny",1/12/2021,44.3,32.8,37.7,42.5,26.4,34.1,23,55.7,0,0,0,,0,0,11.9,7.4,313.5,1019.5,15.9,9.5,104.6,9.1,5,,2021-01-12T07:19:01,2021-01-12T16:50:18,0.98,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York,ny",1/13/2021,43.3,35.8,39.3,40.6,31.3,36.8,23.6,53.2,0,0,0,,0,0,20.8,12.4,255.2,1016,86.4,9.1,60.8,5.2,3,,2021-01-13T07:18:41,2021-01-13T16:51:24,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York,ny",1/14/2021,49.3,38.7,43.2,49.3,36.5,42.2,29.8,59.6,0,0,0,,0,0,10.5,6.1,0.6,1010.4,65.8,8.6,76.3,6.8,3,,2021-01-14T07:18:19,2021-01-14T16:52:30,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York,ny",1/15/2021,46.5,37.1,41.6,41.8,31.5,36.6,35.9,80.1,0.313,100,16.67,rain,0,0,27.7,13.3,65.6,1013.2,78.9,6.7,30.7,2.6,2,,2021-01-15T07:17:54,2021-01-15T16:53:38,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York,ny",1/16/2021,46.7,38.6,42.9,42.9,32.6,37.4,35.6,76.5,0.851,100,37.5,rain,0,0,30.2,18.6,315.2,998.1,82.8,8.9,42.9,3.6,2,,2021-01-16T07:17:28,2021-01-16T16:54:46,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York,ny",1/17/2021,44.5,36.1,40.4,39.4,27.8,33.7,24.3,53,0,0,0,,0,0,35.9,18.2,255.5,1002.8,59,9.9,77,6.7,4,,2021-01-17T07:16:59,2021-01-17T16:55:55,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York,ny",1/18/2021,44.9,38.2,41.1,39.2,31.8,35.4,25.9,54.8,0,0,0,,0,0,25.3,13.6,264.2,1007.5,52.8,9.9,97.4,8.4,5,,2021-01-18T07:16:28,2021-01-18T16:57:04,0.18,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York,ny",1/19/2021,42.7,35.4,38.1,38.4,28.4,32.1,22.5,53.6,0,0,0,,0,0,31,16.5,261.7,1017,54.4,9.9,82.5,7.1,4,,2021-01-19T07:15:55,2021-01-19T16:58:15,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York,ny",1/20/2021,39.4,27.4,35.3,37.1,18.9,28.7,17.6,49.5,0.018,100,4.17,"rain,snow",0.1,0.1,30.2,17.7,294.5,1014.3,62.9,9.4,91.1,7.8,5,,2021-01-20T07:15:20,2021-01-20T16:59:25,0.25,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,snow,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York,ny",1/21/2021,42.6,26.7,34.4,40.2,19.9,30.5,17,48.8,0,0,0,,0,0,24.2,13.2,236.8,1008.5,33.2,9.9,86.7,7.5,5,,2021-01-21T07:14:43,2021-01-21T17:00:37,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York,ny",1/22/2021,44.5,36.4,40.8,38.6,29.7,34.9,21.5,46.3,0,0,0,,0,0,28.9,14.7,271,1006,70.7,9.9,56.9,4.9,3,,2021-01-22T07:14:03,2021-01-22T17:01:49,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York,ny",1/23/2021,36.4,24.8,30.2,30.1,11.2,19.5,7.4,37.9,0,0,0,,0,0,34,19.8,301.6,1017.1,41.7,9.9,107.4,9.4,5,,2021-01-23T07:13:22,2021-01-23T17:03:01,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York,ny",1/24/2021,32.6,22.4,27.3,24.8,8.8,16.5,5.2,38.8,0,0,0,,0,0,31.6,19.8,303.7,1021.1,29.7,9.9,109.8,9.5,5,,2021-01-24T07:12:39,2021-01-24T17:04:14,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York,ny",1/25/2021,38.2,23.9,30.6,35.9,14.8,24.8,10.7,43.3,0,0,0,,0,0,19.7,12.4,329.3,1019.5,42.5,9.9,101.6,9,5,,2021-01-25T07:11:54,2021-01-25T17:05:27,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York,ny",1/26/2021,34.7,32.1,33.6,33.2,23.6,26.8,22.8,66.8,0.105,100,41.67,"rain,snow",0.6,0.3,18.1,10.8,54.3,1014.8,97,6.7,23.7,1.9,1,,2021-01-26T07:11:07,2021-01-26T17:06:40,0.43,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York,ny",1/27/2021,37.1,32.3,34.8,33.6,25.1,28.7,25.5,69.9,0.007,100,4.17,"rain,snow",0.1,0.5,26.4,13.6,319.7,1015.7,91.8,8.5,52.3,4.5,2,,2021-01-27T07:10:18,2021-01-27T17:07:54,0.46,"Snow, Rain, Overcast",Cloudy skies throughout the day with early morning snow or rain.,snow,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York,ny",1/28/2021,33.5,20.8,28.8,26.1,5.8,18.4,10.6,46.9,0,0,0,,0,0,35.9,22.2,315.5,1018.5,44.5,9.9,125,10.7,5,,2021-01-28T07:09:27,2021-01-28T17:09:08,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York,ny",1/29/2021,25.7,15.9,20.8,12.6,-0.5,6.6,1,41.7,0,0,0,,0,0,38.7,26.9,304.1,1019.8,18.1,9.9,135.9,11.6,6,,2021-01-29T07:08:35,2021-01-29T17:10:22,0.53,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York,ny",1/30/2021,32.8,17.6,24.1,25.1,3.6,14,4.6,44,0,0,0,,0,0,22.8,15,303.2,1025,14.2,9.9,138.3,12,6,,2021-01-30T07:07:40,2021-01-30T17:11:36,0.57,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York,ny",1/31/2021,27.4,20.2,23.1,24.2,9.3,15,11.3,60.7,0.076,100,20.83,snow,3.2,1,24.2,17.1,35.8,1025.3,67.3,7.9,45.5,4.1,2,,2021-01-31T07:06:44,2021-01-31T17:12:50,0.6,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.,snow,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York,ny",2/1/2021,33,22.4,29.2,23.3,9.8,17,26.6,90.2,1.574,100,100,"rain,snow",4.7,5.7,36.2,21.9,39.7,1009.9,100,0.7,14.4,1,1,,2021-02-01T07:05:47,2021-02-01T17:14:04,0.64,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York,ny",2/2/2021,33.5,30.1,32,27,17.4,22.5,27.7,84.2,0.13,100,50,"rain,snow",1.9,9.2,32.7,20.1,353.9,996.9,100,4.7,37.6,3.2,2,,2021-02-02T07:04:47,2021-02-02T17:15:19,0.68,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York,ny",2/3/2021,37.3,29.2,32.6,30.6,20.3,24.7,22.5,66.3,0.01,100,8.33,"rain,snow",0.8,9.2,31.1,15.4,310.4,999.6,94.6,9.1,75.5,6.4,4,,2021-02-03T07:03:46,2021-02-03T17:16:33,0.71,"Snow, Rain, Overcast",Cloudy skies throughout the day with early morning snow or rain.,snow,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York,ny",2/4/2021,42.5,31.1,36.4,39.5,23.5,30.1,20.5,52.6,0,0,0,,0,8.1,24.2,13.8,290.5,1009.8,42.7,9.9,143.6,12.5,6,,2021-02-04T07:02:43,2021-02-04T17:17:47,0.75,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York,ny",2/5/2021,46.7,37.1,41.4,46.7,30.2,37.8,28.5,60.6,0.072,100,16.67,rain,0,6.9,58.6,13.2,223.9,1006.1,58.3,9.6,108.9,9.4,5,,2021-02-05T07:01:39,2021-02-05T17:19:02,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York,ny",2/6/2021,44.3,33.4,39.1,37.2,27.5,33.2,15.3,38.1,0,0,0,,0,5.6,35.1,17.6,255,1015.6,25.6,9.9,136.7,11.8,6,,2021-02-06T07:00:33,2021-02-06T17:20:16,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York,ny",2/7/2021,38.9,27.4,33.6,38.3,15.6,27.5,23.9,70.3,0.35,100,37.5,"rain,snow",4.1,6.3,21.9,15.3,6.7,1014.9,76,6,13.2,1.3,1,,2021-02-07T06:59:25,2021-02-07T17:21:30,0.85,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York,ny",2/8/2021,29.3,17.4,23.8,23.7,5.3,15,6.9,48.2,0.011,100,4.17,snow,2.5,10.1,27.1,14.1,286.3,1027.9,13.6,9.9,149.9,13,6,,2021-02-08T06:58:16,2021-02-08T17:22:44,0.89,Snow,Clear conditions throughout the day with morning snow.,snow,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York,ny",2/9/2021,33,27,29.8,28.1,20.3,23.9,22.4,74.1,0.003,100,4.17,"rain,snow",0.3,6.6,18.3,9.8,12.8,1023.9,75.7,8.4,28.6,2.5,1,,2021-02-09T06:57:06,2021-02-09T17:23:58,0.93,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain or snow.,snow,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York,ny",2/10/2021,35.3,26,30.3,34.5,18.7,25.3,15.3,55.2,0,0,0,"rain,snow",0.6,6.1,17.2,8.1,321,1025.9,52.7,9.6,132.9,11.5,6,,2021-02-10T06:55:54,2021-02-10T17:25:11,0.96,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York,ny",2/11/2021,32.3,25.9,28.8,28.3,17.4,21.7,18.3,66,0.116,100,25,"rain,snow",0.4,4.4,11.9,11.4,11.7,1024.6,78.7,7.4,80.1,6.9,4,,2021-02-11T06:54:41,2021-02-11T17:26:25,0,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,snow,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York,ny",2/12/2021,29.9,20.1,25.9,29.4,9.5,19,3.7,39.1,0,0,0,,0,2.9,18.3,11.2,6,1026.8,66.7,9.9,93.2,8.1,5,,2021-02-12T06:53:26,2021-02-12T17:27:38,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York,ny",2/13/2021,29.6,25,27.5,22,14.2,19,7.5,42.3,0,0,0,,0,2.8,18.3,11.4,35.5,1025.4,94.2,9.9,66.9,5.8,4,,2021-02-13T06:52:10,2021-02-13T17:28:51,0.06,Overcast,Cloudy skies throughout the day.,cloudy,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York,ny",2/14/2021,37.3,27.3,32.2,37.3,19.9,27.3,23.6,70.8,0,0,0,,0,2.6,13.2,10,15.1,1023.4,89,9.7,78,6.6,4,,2021-02-14T06:50:53,2021-02-14T17:30:04,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York,ny",2/15/2021,34.7,31.1,33,31,22.9,26.7,25.3,73.7,0.019,100,12.5,"rain,snow",0,2.3,15.4,10.2,26.5,1021.8,99.1,7.7,36.4,3.1,2,,2021-02-15T06:49:35,2021-02-15T17:31:16,0.13,"Snow, Rain, Overcast",Cloudy skies throughout the day with late afternoon rain or snow.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
